name, displayName, class, item block
"tile.woolCarpet.orange","Orange Carpet","net.minecraft.item.ItemCloth","net.minecraft.block.BlockCarpet"
"tile.woolCarpet.magenta","Magenta Carpet","net.minecraft.item.ItemCloth","net.minecraft.block.BlockCarpet"
"tile.woolCarpet.lightBlue","Light Blue Carpet","net.minecraft.item.ItemCloth","net.minecraft.block.BlockCarpet"
"tile.woolCarpet.yellow","Yellow Carpet","net.minecraft.item.ItemCloth","net.minecraft.block.BlockCarpet"
"tile.woolCarpet.lime","Lime Carpet","net.minecraft.item.ItemCloth","net.minecraft.block.BlockCarpet"
"tile.woolCarpet.pink","Pink Carpet","net.minecraft.item.ItemCloth","net.minecraft.block.BlockCarpet"
"tile.woolCarpet.gray","Gray Carpet","net.minecraft.item.ItemCloth","net.minecraft.block.BlockCarpet"
"tile.woolCarpet.silver","Light Gray Carpet","net.minecraft.item.ItemCloth","net.minecraft.block.BlockCarpet"
"tile.woolCarpet.cyan","Cyan Carpet","net.minecraft.item.ItemCloth","net.minecraft.block.BlockCarpet"
"tile.woolCarpet.purple","Purple Carpet","net.minecraft.item.ItemCloth","net.minecraft.block.BlockCarpet"
"tile.woolCarpet.blue","Blue Carpet","net.minecraft.item.ItemCloth","net.minecraft.block.BlockCarpet"
"tile.woolCarpet.brown","Brown Carpet","net.minecraft.item.ItemCloth","net.minecraft.block.BlockCarpet"
"tile.woolCarpet.green","Green Carpet","net.minecraft.item.ItemCloth","net.minecraft.block.BlockCarpet"
"tile.woolCarpet.red","Red Carpet","net.minecraft.item.ItemCloth","net.minecraft.block.BlockCarpet"
"tile.woolCarpet.black","Black Carpet","net.minecraft.item.ItemCloth","net.minecraft.block.BlockCarpet"
"tile.clayHardened","Hardened Clay","net.minecraft.item.ItemBlock","net.minecraft.block.BlockHardenedClay"
"tile.blockCoal","Block of Coal","net.minecraft.item.ItemBlock","net.minecraft.block.Block"
"tile.icePacked","Packed Ice","net.minecraft.item.ItemBlock","net.minecraft.block.BlockPackedIce"
"tile.doublePlant.sunflower","Sunflower","net.minecraft.item.ItemDoublePlant","net.minecraft.block.BlockDoublePlant"
"tile.doublePlant.syringa","Lilac","net.minecraft.item.ItemDoublePlant","net.minecraft.block.BlockDoublePlant"
"tile.doublePlant.grass","Double Tallgrass","net.minecraft.item.ItemDoublePlant","net.minecraft.block.BlockDoublePlant"
"tile.doublePlant.fern","Large Fern","net.minecraft.item.ItemDoublePlant","net.minecraft.block.BlockDoublePlant"
"tile.doublePlant.rose","Rose Bush","net.minecraft.item.ItemDoublePlant","net.minecraft.block.BlockDoublePlant"
"tile.doublePlant.paeonia","Peony","net.minecraft.item.ItemDoublePlant","net.minecraft.block.BlockDoublePlant"
"tile.jaffas.blockFridge","Fridge","net.minecraft.item.ItemBlock","monnef.jaffas.food.block.BlockFridge"
"tile.jaffas.jaffaBomb","Jaffa Cakes BOMB","net.minecraft.item.ItemBlock","monnef.jaffas.food.block.BlockJaffaBomb"
"tile.jaffas.cross","Cross","net.minecraft.item.ItemBlock","monnef.jaffas.food.block.BlockCross"
"tile.jaffas.blockSink","Faucet","net.minecraft.item.ItemBlock","monnef.jaffas.food.block.BlockSink"
"tile.jaffas.blockBoard","Kitchen Board","net.minecraft.item.ItemBlock","monnef.jaffas.food.block.BlockBoard"
"tile.jaffas.blockPizza","Block of Pizza","net.minecraft.item.ItemBlock","monnef.jaffas.food.block.BlockPizza"
"tile.jaffas.blockColumn","Column","net.minecraft.item.ItemBlock","monnef.jaffas.food.block.BlockColumn"
"tile.jaffas.blockJaffaStatue","Jaffa Statue","net.minecraft.item.ItemBlock","monnef.jaffas.food.block.BlockJaffaStatue"
"tile.jaffas.blockJPie.strawberry","Strawberry Pie","monnef.jaffas.food.block.ItemBlockPie","monnef.jaffas.food.block.BlockPie"
"tile.jaffas.blockJPie.raspberry","Raspberry Pie","monnef.jaffas.food.block.ItemBlockPie","monnef.jaffas.food.block.BlockPie"
"tile.jaffas.blockJPie.vanilla","Vanilla Pie","monnef.jaffas.food.block.ItemBlockPie","monnef.jaffas.food.block.BlockPie"
"tile.jaffas.blockJPie.plum","Plum Pie","monnef.jaffas.food.block.ItemBlockPie","monnef.jaffas.food.block.BlockPie"
"tile.jaffas.blockJTable.red","Table with Red Tablecloth","monnef.jaffas.food.block.ItemBlockTable","monnef.jaffas.food.block.BlockTable"
"tile.jaffas.blockJTable.green","Table with Green Tablecloth","monnef.jaffas.food.block.ItemBlockTable","monnef.jaffas.food.block.BlockTable"
"tile.jaffas.blockJTable.blue","Table with Blue Tablecloth","monnef.jaffas.food.block.ItemBlockTable","monnef.jaffas.food.block.BlockTable"
"tile.jaffas.blockJSwitchgrass.sg8","Switchgrass","monnef.jaffas.food.block.ItemBlockSwitchgrass","monnef.jaffas.food.block.BlockSwitchgrass"
"tile.jaffas.switchgrassSolid","Block of Switchgrass","net.minecraft.item.ItemBlock","monnef.jaffas.food.block.BlockSwitchgrassSolid"
"tile.jaffas.meatDryer","Meat Dryer","net.minecraft.item.ItemBlock","monnef.jaffas.food.block.BlockMeatDryer"
"tile.jaffas.dir1","Dir 1 - Log like","net.minecraft.item.ItemBlock","monnef.jaffas.food.block.BlockJDirectional"
"tile.jaffas.dir2","Dir 2 - All sides","net.minecraft.item.ItemBlock","monnef.jaffas.food.block.BlockJDirectional"
"tile.jaffas.ripeningBox","Ripening Box","net.minecraft.item.ItemBlock","monnef.jaffas.food.block.BlockRipeningBox"
"tile.jaffas.fruitLeaves0","Leaves","net.minecraft.item.ItemBlock","monnef.jaffas.trees.block.BlockFruitLeaves"
"tile.jaffas.fruitLeaves0","Leaves","net.minecraft.item.ItemBlock","monnef.jaffas.trees.block.BlockFruitLeaves"
"tile.jaffas.fruitLeaves0","Leaves","net.minecraft.item.ItemBlock","monnef.jaffas.trees.block.BlockFruitLeaves"
"tile.jaffas.fruitLeaves0","Leaves","net.minecraft.item.ItemBlock","monnef.jaffas.trees.block.BlockFruitLeaves"
"tile.jaffas.fruitSapling0.normal","[UNUSED]","monnef.jaffas.trees.item.ItemBlockFruitSapling","monnef.jaffas.trees.block.BlockFruitSapling"
"tile.jaffas.fruitSapling0.apple","Apple Sapling","monnef.jaffas.trees.item.ItemBlockFruitSapling","monnef.jaffas.trees.block.BlockFruitSapling"
"tile.jaffas.fruitSapling0.cocoa","Cocoa Sapling","monnef.jaffas.trees.item.ItemBlockFruitSapling","monnef.jaffas.trees.block.BlockFruitSapling"
"tile.jaffas.fruitSapling0.vanilla","Vanilla Sapling","monnef.jaffas.trees.item.ItemBlockFruitSapling","monnef.jaffas.trees.block.BlockFruitSapling"
"tile.jaffas.fruitLeaves1","Leaves","net.minecraft.item.ItemBlock","monnef.jaffas.trees.block.BlockFruitLeaves"
"tile.jaffas.fruitLeaves1","Leaves","net.minecraft.item.ItemBlock","monnef.jaffas.trees.block.BlockFruitLeaves"
"tile.jaffas.fruitLeaves1","Leaves","net.minecraft.item.ItemBlock","monnef.jaffas.trees.block.BlockFruitLeaves"
"tile.jaffas.fruitLeaves1","Leaves","net.minecraft.item.ItemBlock","monnef.jaffas.trees.block.BlockFruitLeaves"
"tile.jaffas.fruitSapling1.lemon","Lemon Sapling","monnef.jaffas.trees.item.ItemBlockFruitSapling","monnef.jaffas.trees.block.BlockFruitSapling"
"tile.jaffas.fruitSapling1.orange","Orange Sapling","monnef.jaffas.trees.item.ItemBlockFruitSapling","monnef.jaffas.trees.block.BlockFruitSapling"
"tile.jaffas.fruitSapling1.plum","Plum Sapling","monnef.jaffas.trees.item.ItemBlockFruitSapling","monnef.jaffas.trees.block.BlockFruitSapling"
"tile.jaffas.fruitSapling1.coconut","Coconut Sapling","monnef.jaffas.trees.item.ItemBlockFruitSapling","monnef.jaffas.trees.block.BlockFruitSapling"
"tile.jaffas.fruitLeaves2","Leaves","net.minecraft.item.ItemBlock","monnef.jaffas.trees.block.BlockFruitLeaves"
"tile.jaffas.fruitSapling2.banana","Banana Sapling","monnef.jaffas.trees.item.ItemBlockFruitSapling","monnef.jaffas.trees.block.BlockFruitSapling"
"tile.jaffas.blockFruitCollector","Fruit Collector","net.minecraft.item.ItemBlock","monnef.jaffas.trees.block.BlockFruitCollector"
"tile.jaffas.blockOfJaffarrol","Block of Jaffarrol","net.minecraft.item.ItemBlock","monnef.jaffas.technic.block.BlockTechnic"
"tile.jaffas.blockOfLimsew","Block of Limsew","net.minecraft.item.ItemBlock","monnef.jaffas.technic.block.BlockTechnic"
"tile.jaffas.jaffarrolOre","Jaffarrol Ore","net.minecraft.item.ItemBlock","monnef.jaffas.technic.block.BlockOre"
"tile.jaffas.limsewOre","Limsew Ore","net.minecraft.item.ItemBlock","monnef.jaffas.technic.block.BlockOre"
"tile.jaffas.constructionBlock.alloy","Construction Block - Alloy","monnef.jaffas.food.block.ItemBlockJaffas","monnef.jaffas.technic.block.BlockConstruction"
"tile.jaffas.constructionBlock.glass","Construction Block - Alloy-Glass","monnef.jaffas.food.block.ItemBlockJaffas","monnef.jaffas.technic.block.BlockConstruction"
"tile.jaffas.dummyConstruction","Dummy Construction Block - are you a cheater?","net.minecraft.item.ItemBlock","monnef.jaffas.technic.block.BlockConstructionDummy"
"tile.jaffas.compostCore","Compost Core Block","net.minecraft.item.ItemBlock","monnef.jaffas.technic.block.BlockCompostCore"
"tile.jaffas.multiLamp","Multi-Lamp","monnef.jaffas.technic.block.redstone.ItemBlockRedstone","monnef.jaffas.technic.block.redstone.BlockMultiLamp"
"tile.jaffas.repeater","Analog Repeater","monnef.jaffas.technic.block.redstone.ItemBlockRedstone","monnef.jaffas.technic.block.redstone.BlockAnalogRepeater"
"tile.jaffas.sampler","Sample-and-hold","monnef.jaffas.technic.block.redstone.ItemBlockRedstone","monnef.jaffas.technic.block.redstone.BlockSampler"
"tile.jaffas.randomizer","Randomizer","monnef.jaffas.technic.block.redstone.ItemBlockRedstone","monnef.jaffas.technic.block.redstone.BlockRandomizer"
"tile.jaffas.highPlant","High Plant","net.minecraft.item.ItemBlock","monnef.jaffas.technic.block.BlockHighPlant"
"tile.jaffas.cobbleBreaker","Cobble Breaker","net.minecraft.item.ItemBlock","monnef.jaffas.technic.block.BlockCobbleBreaker"
"tile.jaffas.keg","Keg","net.minecraft.item.ItemBlock","monnef.jaffas.technic.block.BlockKeg"
"tile.jaffas.fermenter","Fermenter Block","net.minecraft.item.ItemBlock","monnef.jaffas.technic.block.BlockFermenter"
"tile.jaffas.fungiBox","Fungi Box","net.minecraft.item.ItemBlock","monnef.jaffas.technic.block.BlockFungiBox"
"tile.jaffas.present.white","White Present","monnef.jaffas.xmas.block.ItemBlockPresent","monnef.jaffas.xmas.block.BlockPresent"
"tile.jaffas.present.blue","Blue Present","monnef.jaffas.xmas.block.ItemBlockPresent","monnef.jaffas.xmas.block.BlockPresent"
"tile.jaffas.present.yellow","Yellow Present","monnef.jaffas.xmas.block.ItemBlockPresent","monnef.jaffas.xmas.block.BlockPresent"
"tile.jaffas.present.black","Black Present","monnef.jaffas.xmas.block.ItemBlockPresent","monnef.jaffas.xmas.block.BlockPresent"
"tile.jaffas.present.magenta","Magenta Present","monnef.jaffas.xmas.block.ItemBlockPresent","monnef.jaffas.xmas.block.BlockPresent"
"tile.jaffas.present.question","Present","monnef.jaffas.xmas.block.ItemBlockPresent","monnef.jaffas.xmas.block.BlockPresent"
"tile.jaffas.present.whiteSmall","Small White Present","monnef.jaffas.xmas.block.ItemBlockPresent","monnef.jaffas.xmas.block.BlockPresent"
"tile.jaffas.present.blueSmall","Small Blue Present","monnef.jaffas.xmas.block.ItemBlockPresent","monnef.jaffas.xmas.block.BlockPresent"
"tile.jaffas.present.yellowSmall","Small Yellow Present","monnef.jaffas.xmas.block.ItemBlockPresent","monnef.jaffas.xmas.block.BlockPresent"
"tile.jaffas.present.blackSmall","Small Black Present","monnef.jaffas.xmas.block.ItemBlockPresent","monnef.jaffas.xmas.block.BlockPresent"
"tile.jaffas.present.magentaSmall","Small Magenta Present","monnef.jaffas.xmas.block.ItemBlockPresent","monnef.jaffas.xmas.block.BlockPresent"
"tile.jaffas.present.questionSmall","Small Present","monnef.jaffas.xmas.block.ItemBlockPresent","monnef.jaffas.xmas.block.BlockPresent"
"item.shovelIron","Iron Shovel","net.minecraft.item.ItemSpade",""
"item.pickaxeIron","Iron Pickaxe","net.minecraft.item.ItemPickaxe",""
"item.hatchetIron","Iron Axe","net.minecraft.item.ItemAxe",""
"item.flintAndSteel","Flint and Steel","net.minecraft.item.ItemFlintAndSteel",""
"item.apple","Apple","net.minecraft.item.ItemFood",""
"item.bow","Bow","net.minecraft.item.ItemBow",""
"item.arrow","Arrow","net.minecraft.item.Item",""
"item.coal","Coal","net.minecraft.item.ItemCoal",""
"item.charcoal","Charcoal","net.minecraft.item.ItemCoal",""
"item.diamond","Diamond","net.minecraft.item.Item",""
"item.ingotIron","Iron Ingot","net.minecraft.item.Item",""
"item.ingotGold","Gold Ingot","net.minecraft.item.Item",""
"item.swordIron","Iron Sword","net.minecraft.item.ItemSword",""
"item.swordWood","Wooden Sword","net.minecraft.item.ItemSword",""
"item.shovelWood","Wooden Shovel","net.minecraft.item.ItemSpade",""
"item.pickaxeWood","Wooden Pickaxe","net.minecraft.item.ItemPickaxe",""
"item.hatchetWood","Wooden Axe","net.minecraft.item.ItemAxe",""
"item.swordStone","Stone Sword","net.minecraft.item.ItemSword",""
"item.shovelStone","Stone Shovel","net.minecraft.item.ItemSpade",""
"item.pickaxeStone","Stone Pickaxe","net.minecraft.item.ItemPickaxe",""
"item.hatchetStone","Stone Axe","net.minecraft.item.ItemAxe",""
"item.swordDiamond","Diamond Sword","net.minecraft.item.ItemSword",""
"item.shovelDiamond","Diamond Shovel","net.minecraft.item.ItemSpade",""
"item.pickaxeDiamond","Diamond Pickaxe","net.minecraft.item.ItemPickaxe",""
"item.hatchetDiamond","Diamond Axe","net.minecraft.item.ItemAxe",""
"item.stick","Stick","net.minecraft.item.Item",""
"item.bowl","Bowl","net.minecraft.item.Item",""
"item.mushroomStew","Mushroom Stew","net.minecraft.item.ItemSoup",""
"item.swordGold","Golden Sword","net.minecraft.item.ItemSword",""
"item.shovelGold","Golden Shovel","net.minecraft.item.ItemSpade",""
"item.pickaxeGold","Golden Pickaxe","net.minecraft.item.ItemPickaxe",""
"item.hatchetGold","Golden Axe","net.minecraft.item.ItemAxe",""
"item.string","String","net.minecraft.item.ItemReed",""
"item.feather","Feather","net.minecraft.item.Item",""
"item.sulphur","Gunpowder","net.minecraft.item.Item",""
"item.hoeWood","Wooden Hoe","net.minecraft.item.ItemHoe",""
"item.hoeStone","Stone Hoe","net.minecraft.item.ItemHoe",""
"item.hoeIron","Iron Hoe","net.minecraft.item.ItemHoe",""
"item.hoeDiamond","Diamond Hoe","net.minecraft.item.ItemHoe",""
"item.hoeGold","Golden Hoe","net.minecraft.item.ItemHoe",""
"item.seeds","Seeds","net.minecraft.item.ItemSeeds",""
"item.wheat","Wheat","net.minecraft.item.Item",""
"item.bread","Bread","net.minecraft.item.ItemFood",""
"item.helmetCloth","Leather Cap","net.minecraft.item.ItemArmor",""
"item.chestplateCloth","Leather Tunic","net.minecraft.item.ItemArmor",""
"item.leggingsCloth","Leather Pants","net.minecraft.item.ItemArmor",""
"item.bootsCloth","Leather Boots","net.minecraft.item.ItemArmor",""
"item.helmetChain","Chain Helmet","net.minecraft.item.ItemArmor",""
"item.chestplateChain","Chain Chestplate","net.minecraft.item.ItemArmor",""
"item.leggingsChain","Chain Leggings","net.minecraft.item.ItemArmor",""
"item.bootsChain","Chain Boots","net.minecraft.item.ItemArmor",""
"item.helmetIron","Iron Helmet","net.minecraft.item.ItemArmor",""
"item.chestplateIron","Iron Chestplate","net.minecraft.item.ItemArmor",""
"item.leggingsIron","Iron Leggings","net.minecraft.item.ItemArmor",""
"item.bootsIron","Iron Boots","net.minecraft.item.ItemArmor",""
"item.helmetDiamond","Diamond Helmet","net.minecraft.item.ItemArmor",""
"item.chestplateDiamond","Diamond Chestplate","net.minecraft.item.ItemArmor",""
"item.leggingsDiamond","Diamond Leggings","net.minecraft.item.ItemArmor",""
"item.bootsDiamond","Diamond Boots","net.minecraft.item.ItemArmor",""
"item.helmetGold","Golden Helmet","net.minecraft.item.ItemArmor",""
"item.chestplateGold","Golden Chestplate","net.minecraft.item.ItemArmor",""
"item.leggingsGold","Golden Leggings","net.minecraft.item.ItemArmor",""
"item.bootsGold","Golden Boots","net.minecraft.item.ItemArmor",""
"item.flint","Flint","net.minecraft.item.Item",""
"item.porkchopRaw","Raw Porkchop","net.minecraft.item.ItemFood",""
"item.porkchopCooked","Cooked Porkchop","net.minecraft.item.ItemFood",""
"item.painting","Painting","net.minecraft.item.ItemHangingEntity",""
"item.appleGold","Golden Apple","net.minecraft.item.ItemAppleGold",""
"item.appleGold","Golden Apple","net.minecraft.item.ItemAppleGold",""
"item.sign","Sign","net.minecraft.item.ItemSign",""
"item.doorWood","Wooden Door","net.minecraft.item.ItemDoor",""
"item.bucket","Bucket","net.minecraft.item.ItemBucket",""
"item.bucketWater","Water Bucket","net.minecraft.item.ItemBucket",""
"item.bucketLava","Lava Bucket","net.minecraft.item.ItemBucket",""
"item.minecart","Minecart","net.minecraft.item.ItemMinecart",""
"item.saddle","Saddle","net.minecraft.item.ItemSaddle",""
"item.doorIron","Iron Door","net.minecraft.item.ItemDoor",""
"item.redstone","Redstone","net.minecraft.item.ItemRedstone",""
"item.snowball","Snowball","net.minecraft.item.ItemSnowball",""
"item.boat","Boat","net.minecraft.item.ItemBoat",""
"item.leather","Leather","net.minecraft.item.Item",""
"item.milk","Milk","net.minecraft.item.ItemBucketMilk",""
"item.brick","Brick","net.minecraft.item.Item",""
"item.clay","Clay","net.minecraft.item.Item",""
"item.reeds","Sugar Canes","net.minecraft.item.ItemReed",""
"item.paper","Paper","net.minecraft.item.Item",""
"item.book","Book","net.minecraft.item.ItemBook",""
"item.slimeball","Slimeball","net.minecraft.item.Item",""
"item.minecartChest","Minecart with Chest","net.minecraft.item.ItemMinecart",""
"item.minecartFurnace","Minecart with Furnace","net.minecraft.item.ItemMinecart",""
"item.egg","Egg","net.minecraft.item.ItemEgg",""
"item.compass","Compass","net.minecraft.item.Item",""
"item.fishingRod","Fishing Rod","net.minecraft.item.ItemFishingRod",""
"item.clock","Clock","net.minecraft.item.Item",""
"item.yellowDust","Glowstone Dust","net.minecraft.item.Item",""
"item.fish.cod.raw","Raw Fish","net.minecraft.item.ItemFishFood",""
"item.fish.salmon.raw","Raw Salmon","net.minecraft.item.ItemFishFood",""
"item.fish.clownfish.raw","Clownfish","net.minecraft.item.ItemFishFood",""
"item.fish.pufferfish.raw","Pufferfish","net.minecraft.item.ItemFishFood",""
"item.fish.cod.cooked","Cooked Fish","net.minecraft.item.ItemFishFood",""
"item.fish.salmon.cooked","Cooked Salmon","net.minecraft.item.ItemFishFood",""
"item.dyePowder.black","Ink Sac","net.minecraft.item.ItemDye",""
"item.dyePowder.red","Rose Red","net.minecraft.item.ItemDye",""
"item.dyePowder.green","Cactus Green","net.minecraft.item.ItemDye",""
"item.dyePowder.brown","Cocoa Beans","net.minecraft.item.ItemDye",""
"item.dyePowder.blue","Lapis Lazuli","net.minecraft.item.ItemDye",""
"item.dyePowder.purple","Purple Dye","net.minecraft.item.ItemDye",""
"item.dyePowder.cyan","Cyan Dye","net.minecraft.item.ItemDye",""
"item.dyePowder.silver","Light Gray Dye","net.minecraft.item.ItemDye",""
"item.dyePowder.gray","Gray Dye","net.minecraft.item.ItemDye",""
"item.dyePowder.pink","Pink Dye","net.minecraft.item.ItemDye",""
"item.dyePowder.lime","Lime Dye","net.minecraft.item.ItemDye",""
"item.dyePowder.yellow","Dandelion Yellow","net.minecraft.item.ItemDye",""
"item.dyePowder.lightBlue","Light Blue Dye","net.minecraft.item.ItemDye",""
"item.dyePowder.magenta","Magenta Dye","net.minecraft.item.ItemDye",""
"item.dyePowder.orange","Orange Dye","net.minecraft.item.ItemDye",""
"item.dyePowder.white","Bone Meal","net.minecraft.item.ItemDye",""
"item.bone","Bone","net.minecraft.item.Item",""
"item.sugar","Sugar","net.minecraft.item.Item",""
"item.cake","Cake","net.minecraft.item.ItemReed",""
"item.bed","Bed","net.minecraft.item.ItemBed",""
"item.diode","Redstone Repeater","net.minecraft.item.ItemReed",""
"item.cookie","Cookie","net.minecraft.item.ItemFood",""
"item.map","Map","net.minecraft.item.ItemMap",""
"item.shears","Shears","net.minecraft.item.ItemShears",""
"item.melon","Melon","net.minecraft.item.ItemFood",""
"item.seeds_pumpkin","Pumpkin Seeds","net.minecraft.item.ItemSeeds",""
"item.seeds_melon","Melon Seeds","net.minecraft.item.ItemSeeds",""
"item.beefRaw","Raw Beef","net.minecraft.item.ItemFood",""
"item.beefCooked","Steak","net.minecraft.item.ItemFood",""
"item.chickenRaw","Raw Chicken","net.minecraft.item.ItemFood",""
"item.chickenCooked","Cooked Chicken","net.minecraft.item.ItemFood",""
"item.rottenFlesh","Rotten Flesh","net.minecraft.item.ItemFood",""
"item.enderPearl","Ender Pearl","net.minecraft.item.ItemEnderPearl",""
"item.blazeRod","Blaze Rod","net.minecraft.item.Item",""
"item.ghastTear","Ghast Tear","net.minecraft.item.Item",""
"item.goldNugget","Gold Nugget","net.minecraft.item.Item",""
"item.netherStalkSeeds","Nether Wart","net.minecraft.item.ItemSeeds",""
"item.potion","Water Bottle","net.minecraft.item.ItemPotion",""
"item.potion","Potion of Regeneration","net.minecraft.item.ItemPotion",""
"item.potion","Potion of Regeneration","net.minecraft.item.ItemPotion",""
"item.potion","Potion of Regeneration","net.minecraft.item.ItemPotion",""
"item.potion","Splash Potion of Regeneration","net.minecraft.item.ItemPotion",""
"item.potion","Splash Potion of Regeneration","net.minecraft.item.ItemPotion",""
"item.potion","Splash Potion of Regeneration","net.minecraft.item.ItemPotion",""
"item.potion","Potion of Swiftness","net.minecraft.item.ItemPotion",""
"item.potion","Potion of Swiftness","net.minecraft.item.ItemPotion",""
"item.potion","Potion of Swiftness","net.minecraft.item.ItemPotion",""
"item.potion","Splash Potion of Swiftness","net.minecraft.item.ItemPotion",""
"item.potion","Splash Potion of Swiftness","net.minecraft.item.ItemPotion",""
"item.potion","Splash Potion of Swiftness","net.minecraft.item.ItemPotion",""
"item.potion","Potion of Fire Resistance","net.minecraft.item.ItemPotion",""
"item.potion","Potion of Fire Resistance","net.minecraft.item.ItemPotion",""
"item.potion","Splash Potion of Fire Resistance","net.minecraft.item.ItemPotion",""
"item.potion","Splash Potion of Fire Resistance","net.minecraft.item.ItemPotion",""
"item.potion","Potion of Poison","net.minecraft.item.ItemPotion",""
"item.potion","Potion of Poison","net.minecraft.item.ItemPotion",""
"item.potion","Potion of Poison","net.minecraft.item.ItemPotion",""
"item.potion","Splash Potion of Poison","net.minecraft.item.ItemPotion",""
"item.potion","Splash Potion of Poison","net.minecraft.item.ItemPotion",""
"item.potion","Splash Potion of Poison","net.minecraft.item.ItemPotion",""
"item.potion","Potion of Healing","net.minecraft.item.ItemPotion",""
"item.potion","Potion of Healing","net.minecraft.item.ItemPotion",""
"item.potion","Splash Potion of Healing","net.minecraft.item.ItemPotion",""
"item.potion","Splash Potion of Healing","net.minecraft.item.ItemPotion",""
"item.potion","Potion of Night Vision","net.minecraft.item.ItemPotion",""
"item.potion","Potion of Night Vision","net.minecraft.item.ItemPotion",""
"item.potion","Splash Potion of Night Vision","net.minecraft.item.ItemPotion",""
"item.potion","Splash Potion of Night Vision","net.minecraft.item.ItemPotion",""
"item.potion","Potion of Weakness","net.minecraft.item.ItemPotion",""
"item.potion","Potion of Weakness","net.minecraft.item.ItemPotion",""
"item.potion","Splash Potion of Weakness","net.minecraft.item.ItemPotion",""
"item.potion","Splash Potion of Weakness","net.minecraft.item.ItemPotion",""
"item.potion","Potion of Strength","net.minecraft.item.ItemPotion",""
"item.potion","Potion of Strength","net.minecraft.item.ItemPotion",""
"item.potion","Potion of Strength","net.minecraft.item.ItemPotion",""
"item.potion","Splash Potion of Strength","net.minecraft.item.ItemPotion",""
"item.potion","Splash Potion of Strength","net.minecraft.item.ItemPotion",""
"item.potion","Splash Potion of Strength","net.minecraft.item.ItemPotion",""
"item.potion","Potion of Slowness","net.minecraft.item.ItemPotion",""
"item.potion","Potion of Slowness","net.minecraft.item.ItemPotion",""
"item.potion","Splash Potion of Slowness","net.minecraft.item.ItemPotion",""
"item.potion","Splash Potion of Slowness","net.minecraft.item.ItemPotion",""
"item.potion","Potion of Harming","net.minecraft.item.ItemPotion",""
"item.potion","Potion of Harming","net.minecraft.item.ItemPotion",""
"item.potion","Splash Potion of Harming","net.minecraft.item.ItemPotion",""
"item.potion","Splash Potion of Harming","net.minecraft.item.ItemPotion",""
"item.potion","Potion of Water Breathing","net.minecraft.item.ItemPotion",""
"item.potion","Potion of Water Breathing","net.minecraft.item.ItemPotion",""
"item.potion","Splash Potion of Water Breathing","net.minecraft.item.ItemPotion",""
"item.potion","Splash Potion of Water Breathing","net.minecraft.item.ItemPotion",""
"item.potion","Potion of Invisibility","net.minecraft.item.ItemPotion",""
"item.potion","Potion of Invisibility","net.minecraft.item.ItemPotion",""
"item.potion","Splash Potion of Invisibility","net.minecraft.item.ItemPotion",""
"item.potion","Splash Potion of Invisibility","net.minecraft.item.ItemPotion",""
"item.glassBottle","Glass Bottle","net.minecraft.item.ItemGlassBottle",""
"item.spiderEye","Spider Eye","net.minecraft.item.ItemFood",""
"item.fermentedSpiderEye","Fermented Spider Eye","net.minecraft.item.Item",""
"item.blazePowder","Blaze Powder","net.minecraft.item.Item",""
"item.magmaCream","Magma Cream","net.minecraft.item.Item",""
"item.brewingStand","Brewing Stand","net.minecraft.item.ItemReed",""
"item.cauldron","Cauldron","net.minecraft.item.ItemReed",""
"item.eyeOfEnder","Eye of Ender","net.minecraft.item.ItemEnderEye",""
"item.speckledMelon","Glistering Melon","net.minecraft.item.Item",""
"item.monsterPlacer","Spawn Creeper","net.minecraft.item.ItemMonsterPlacer",""
"item.monsterPlacer","Spawn Skeleton","net.minecraft.item.ItemMonsterPlacer",""
"item.monsterPlacer","Spawn Spider","net.minecraft.item.ItemMonsterPlacer",""
"item.monsterPlacer","Spawn Zombie","net.minecraft.item.ItemMonsterPlacer",""
"item.monsterPlacer","Spawn Slime","net.minecraft.item.ItemMonsterPlacer",""
"item.monsterPlacer","Spawn Ghast","net.minecraft.item.ItemMonsterPlacer",""
"item.monsterPlacer","Spawn Zombie Pigman","net.minecraft.item.ItemMonsterPlacer",""
"item.monsterPlacer","Spawn Enderman","net.minecraft.item.ItemMonsterPlacer",""
"item.monsterPlacer","Spawn Cave Spider","net.minecraft.item.ItemMonsterPlacer",""
"item.monsterPlacer","Spawn Silverfish","net.minecraft.item.ItemMonsterPlacer",""
"item.monsterPlacer","Spawn Blaze","net.minecraft.item.ItemMonsterPlacer",""
"item.monsterPlacer","Spawn Magma Cube","net.minecraft.item.ItemMonsterPlacer",""
"item.monsterPlacer","Spawn Bat","net.minecraft.item.ItemMonsterPlacer",""
"item.monsterPlacer","Spawn Witch","net.minecraft.item.ItemMonsterPlacer",""
"item.monsterPlacer","Spawn Pig","net.minecraft.item.ItemMonsterPlacer",""
"item.monsterPlacer","Spawn Sheep","net.minecraft.item.ItemMonsterPlacer",""
"item.monsterPlacer","Spawn Cow","net.minecraft.item.ItemMonsterPlacer",""
"item.monsterPlacer","Spawn Chicken","net.minecraft.item.ItemMonsterPlacer",""
"item.monsterPlacer","Spawn Squid","net.minecraft.item.ItemMonsterPlacer",""
"item.monsterPlacer","Spawn Wolf","net.minecraft.item.ItemMonsterPlacer",""
"item.monsterPlacer","Spawn Mooshroom","net.minecraft.item.ItemMonsterPlacer",""
